titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol
"Asistente administrativa y bodega VAZURCORP Atención al cliente: reclamos y sugerencias. Supervisar varias operaciones diarias de la oficina/ FACTURACIÓN Programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. Editar, hacer fotocopias y archivar documentos. Programación de reuniones y entrevistas.... Tiempo Completo CUENCA, Azuay • 08/06/2026 $482,00 / Mensual",,CUENCA,"$482,00",08/06/2026,Tiempo Completo,"Asistente administrativa y bodega VAZURCORP Atención al cliente: reclamos y sugerencias. Supervisar varias operaciones diarias de la oficina/ FACTURACIÓN Programar citas, recibir y entregar la correspondencia y manejar los correos electrónicos entrantes y responderlos. Editar, hacer fotocopias y archivar documentos. Programación de reuniones y entrevistas.... Tiempo Completo CUENCA, Azuay • 08/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049528/asistente-administrativa-y-bodega-en-azuay,trabajosdiarios,2026-06-08,482.0,Data / BI
"Chofer INFERTEC Estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",,Quito,"$500,00",03/06/2026,Por Contrato,"Chofer INFERTEC Estamos buscando a un chofer que sea responsable y que garantice el transporte seguro, oportuno y eficiente de mercadería, equipos y materiales de la empresa hacia las sucursales, clientes y terminales de transporte, proporcionando una correcta custodia del vehiculo asignado... Por Contrato Quito, Pichincha • 03/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047921/chofer-en-pichincha,trabajosdiarios,2026-06-03,500.0,Otros
"Ingeniero/ Tecnológo Electromecánico ASTRIVEN Ingeniero/ Tecnológo Electromecánico para Mantenimiento e Instalación de Equipos Tipo de Contratación Tiempo completo / A prueba Descripción de la Plaza REQUISITOS • Título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... Tiempo Completo Guayaquil, Guayas • 27/05/2026",,Guayaquil,,27/05/2026,Tiempo Completo,"Ingeniero/ Tecnológo Electromecánico ASTRIVEN Ingeniero/ Tecnológo Electromecánico para Mantenimiento e Instalación de Equipos Tipo de Contratación Tiempo completo / A prueba Descripción de la Plaza REQUISITOS • Título de ingeniero/tecnólogo electromecánico o a fin. • 5 años de experiencia en instalación y mantenimiento de... Tiempo Completo Guayaquil, Guayas • 27/05/2026",https://ec.trabajosdiarios.com/trabajo/3045092/ingeniero-tecnologo-electromecanico-en-guayas,trabajosdiarios,2026-05-27,,Desarrollo de Software
"Asesor Contact Center EckoLink Satelital ¿Eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡En EckoLink Satelital, Distribuidor Autorizado de DIRECTV, te estamos buscando! Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",,Guayaquil,"$600,00",11/05/2026,Freelance,"Asesor Contact Center EckoLink Satelital ¿Eres una persona proactiva, con gran fluidez verbal y te apasiona el mundo de las ventas y la tecnología? ¡En EckoLink Satelital, Distribuidor Autorizado de DIRECTV, te estamos buscando! Objetivo del Puesto Contactar a clientes potenciales para ofrecer soluciones de... Por Horas / Freelance Guayaquil, Guayas • 11/05/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037467/asesor-contact-center-en-guayas,trabajosdiarios,2026-05-11,600.0,Otros
"Pasantía Laboral / Media and Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global lanzamos nuestro Programa de Pasantías Laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en Marketing Digital y Gestión de Proyectos, dentro de La Plaza Digital, nuestra... Prácticas / Becario Sin experiencia Quito, Pichincha • 04/05/2026",,Quito,,04/05/2026,Prácticas,"Pasantía Laboral / Media and Strategic Deinsa Global Pasantía Laboral / Media Strategy En Deinsa Global lanzamos nuestro Programa de Pasantías Laborales, dirigido a estudiantes de alto rendimiento y profesionales que deseen iniciar su carrera en Marketing Digital y Gestión de Proyectos, dentro de La Plaza Digital, nuestra... Prácticas / Becario Sin experiencia Quito, Pichincha • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034721/pasantia-laboral-media-and-strategic-en-pichincha,trabajosdiarios,2026-05-04,,Otros
"Entrenador/Headcoach medio tiempo Fitness for You En Fitness For You no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. No buscamos un instructor pasivo, sino un Coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",,Quito,"$400,00",29/06/2026,Medio Tiempo,"Entrenador/Headcoach medio tiempo Fitness for You En Fitness For You no vendemos accesos a máquinas; diseñamos experiencias de transformación física y mental bajo estándares premium. No buscamos un instructor pasivo, sino un Coach líder, con un dominio impecable de la biomecánica, la programación de la fuerza... Por Contrato Quito- Cumbaya, Pichincha • 29/06/2026 $400,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057966/entrenadorheadcoach-medio-tiempo-en-pichincha,trabajosdiarios,2026-06-29,400.0,Data / BI
"Tecnico Electronico para reparar placas Laptop TV Impresora GYE Sinilsa Importadora Requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (Ej: equipos que no encienden, que se apagan, etc) - Interpretar diagrama esquemático, datasheet y boardview - Manejo de herramientas y equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",,Guayaquil,"$650,00",29/06/2026,Tiempo Completo,"Tecnico Electronico para reparar placas Laptop TV Impresora GYE Sinilsa Importadora Requerimos técnico en computadoras para el debido diagnóstico y reparación de placas con daño en sus componentes electrónicos (Ej: equipos que no encienden, que se apagan, etc) - Interpretar diagrama esquemático, datasheet y boardview - Manejo de herramientas y equipos... Tiempo Completo Guayaquil, Guayas • 29/06/2026 $650,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3053157/tecnico-electronico-para-reparar-placas-laptop-tv-impresora-gye-en-guayas,trabajosdiarios,2026-06-29,650.0,Data / BI
"Desarrollador/a Web Bilingüe de Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services está buscando un/a Desarrollador/a Web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. Estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en WordPress, excelentes habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",,Teletrabajo,"$880,00",25/06/2026,Tiempo Completo,"Desarrollador/a Web Bilingüe de Tiempo Completo Dream Big Marketing Services Dream Big Marketing Services está buscando un/a Desarrollador/a Web bilingüe español/inglés de tiempo completo para unirse a nuestro equipo de marketing en crecimiento. Estamos buscando una persona con sólida experiencia en el desarrollo de sitios web en WordPress, excelentes habilidades... Desde Casa Teletrabajo, Pichincha • 25/06/2026 $880,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057192/desarrolladora-web-bilingue-de-tiempo-completo-en-pichincha,trabajosdiarios,2026-06-25,880.0,Data / BI
"Electricista Industrial SUMO+ Experiencia: Mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) Conocimientos: Mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",,Guayaquil,"$550,00",24/06/2026,Tiempo Completo,"Electricista Industrial SUMO+ Experiencia: Mínimo 4 años en industrias de manufactura (preferiblemente industria plástica, papeleras, cartoneras) Conocimientos: Mantenimiento preventivo y correctivo, programación de variadores, armado de tableros de 220 - 440, sensores de nivel (esto es muy importante ya que todas las maquinas... Tiempo Completo Guayaquil, Guayas • 24/06/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056878/electricista-industrial-en-guayas,trabajosdiarios,2026-06-24,550.0,Otros
"Auditor lider CERTIFICADORA I-NEXT Nos encontramos en la búsqueda de un profesional calificado para desempeñarse como Auditor Líder en la norma ISO 9001:2015, ISO 14001:2015, ISO 45001:2018 o en Sistema Integrado, para la ciudad Guayaquil con el objetivo de fortalecer nuestro equipo técnico y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",,Guayaquil,"$80,00",19/06/2026,Por Contrato,"Auditor lider CERTIFICADORA I-NEXT Nos encontramos en la búsqueda de un profesional calificado para desempeñarse como Auditor Líder en la norma ISO 9001:2015, ISO 14001:2015, ISO 45001:2018 o en Sistema Integrado, para la ciudad Guayaquil con el objetivo de fortalecer nuestro equipo técnico y... Por Contrato Guayaquil, Guayas • 19/06/2026 $80,00 / Diario",https://ec.trabajosdiarios.com/trabajo/3055153/auditor-lider-en-guayas,trabajosdiarios,2026-06-19,80.0,Soporte Técnico
"Agente inmobiliario con experiencia - GlobalHaus Aurora GlobalHaus Sede Aurora ¿Buscas crecer profesionalmente en el sector inmobiliario? En Globalhaus buscamos Agentes Inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. Perfil del candidato * Experiencia en ventas, atención al cliente... Tiempo Completo DAULE, Guayas • 18/06/2026 $2.000,00 / Mensual",,Guayas,"$2.000,00",18/06/2026,Tiempo Completo,"Agente inmobiliario con experiencia - GlobalHaus Aurora GlobalHaus Sede Aurora ¿Buscas crecer profesionalmente en el sector inmobiliario? En Globalhaus buscamos Agentes Inmobiliarios con experiencia, orientados a resultados, con habilidades comerciales y vocación de servicio para formar parte de nuestro equipo. Perfil del candidato * Experiencia en ventas, atención al cliente... Tiempo Completo DAULE, Guayas • 18/06/2026 $2.000,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3054606/agente-inmobiliario-con-experiencia-globalhaus-aurora-en-guayas,trabajosdiarios,2026-06-18,2000.0,Data / BI
"Ingeniero de Energía (Energy Engineer) LESCOR S.A. Buscamos un Ingeniero de Energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en Ecuador, con base en Guayaquil o Quito. En este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",,Ecuador,"$1.200,00",15/06/2026,Tiempo Completo,"Ingeniero de Energía (Energy Engineer) LESCOR S.A. Buscamos un Ingeniero de Energía proactivo y orientado a resultados para unirse a nuestro equipo de operaciones en Ecuador, con base en Guayaquil o Quito. En este puesto, será responsable de la puesta en marcha, el dimensionamiento, la operación y... Tiempo Completo Quito, Pichincha • 15/06/2026 $1.200,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3052702/ingeniero-de-energia-energy-engineer-en-pichincha,trabajosdiarios,2026-06-15,1200.0,Desarrollo de Software
"Desarrollador de Nuevos Negocios CFO BUSINESS CONSULTING Importante firma financiera buscar incorporar a su staff un: Desarrollador de Negocios Este es un puesto muy demandante ya que implica el cumplimiento de dos resultados muy importantes • Consolidación de una cartera de clientes estratégicos y fidelizados. • Cuota... Tiempo Completo Quito, Pichincha • 05/06/2026 $500,00 / Mensual",,Quito,"$500,00",05/06/2026,Tiempo Completo,"Desarrollador de Nuevos Negocios CFO BUSINESS CONSULTING Importante firma financiera buscar incorporar a su staff un: Desarrollador de Negocios Este es un puesto muy demandante ya que implica el cumplimiento de dos resultados muy importantes • Consolidación de una cartera de clientes estratégicos y fidelizados. • Cuota... Tiempo Completo Quito, Pichincha • 05/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3049158/desarrollador-de-nuevos-negocios-en-pichincha,trabajosdiarios,2026-06-05,500.0,Desarrollo de Software
"Electrico programador SURGALARE Programación de PLC y HMI Gestión de Variadores de Velocidad Mantenimiento de Sistemas de Control Distribuido Calibración de Instrumentación Análisis de Fallas Control de Tensión y Velocidad Automatización de Bobinado Sistema de Visión Artificial para Detección de Roturas Optimización Térmica... Tiempo Completo DURAN, Guayas • 02/06/2026 $800,00 / Mensual",,DURAN,"$800,00",02/06/2026,Tiempo Completo,"Electrico programador SURGALARE Programación de PLC y HMI Gestión de Variadores de Velocidad Mantenimiento de Sistemas de Control Distribuido Calibración de Instrumentación Análisis de Fallas Control de Tensión y Velocidad Automatización de Bobinado Sistema de Visión Artificial para Detección de Roturas Optimización Térmica... Tiempo Completo DURAN, Guayas • 02/06/2026 $800,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047445/electrico-programador-en-guayas,trabajosdiarios,2026-06-02,800.0,Data / BI
"Bordador con experiencia LEICOSS Se requiere BORDADOR con experiencia para empresa textil dedicada a la confección y distribución de ropa infantil al por mayor. Buscamos una persona responsable, detallista y comprometida, con conocimientos en manejo de máquinas de bordado industrial y dominio del programa... Tiempo Completo Quito, Pichincha • 26/05/2026 $450,00 / Mensual",,Quito,"$450,00",26/05/2026,Tiempo Completo,"Bordador con experiencia LEICOSS Se requiere BORDADOR con experiencia para empresa textil dedicada a la confección y distribución de ropa infantil al por mayor. Buscamos una persona responsable, detallista y comprometida, con conocimientos en manejo de máquinas de bordado industrial y dominio del programa... Tiempo Completo Quito, Pichincha • 26/05/2026 $450,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3044680/bordador-con-experiencia-en-pichincha,trabajosdiarios,2026-05-26,450.0,Otros
"Bordador TA DESIGNS Bordador y Programador con experiencia de al menos 2 años, bordadoras de varios cabezales y manejo completo del equipo. Trabajo estable con afiliación al seguro iess y derechos de ley, jornada diurna. Tiempo Completo Quito, Pichincha • 26/05/2026",,Quito,,26/05/2026,Tiempo Completo,"Bordador TA DESIGNS Bordador y Programador con experiencia de al menos 2 años, bordadoras de varios cabezales y manejo completo del equipo. Trabajo estable con afiliación al seguro iess y derechos de ley, jornada diurna. Tiempo Completo Quito, Pichincha • 26/05/2026",https://ec.trabajosdiarios.com/trabajo/3044630/bordador-en-pichincha,trabajosdiarios,2026-05-26,,Desarrollo de Software
"Supervisor de Obra SATMEC SOLICITUD DE SERVICIOS PROFESIONALES INGENIERA CIVIL – SUPERVISIÓN DE OBRA Empresa del sector industrial ubicada en Guayaquil busca contratar los servicios de una Ingeniero o Ingeniera Civil titulado y habilitada para la supervisión de un proyecto de rehabilitación Por Contrato Guayaquil, Guayas • 01/07/2026",,Guayaquil,,01/07/2026,Por Contrato,"Premium Supervisor de Obra SATMEC SOLICITUD DE SERVICIOS PROFESIONALES INGENIERA CIVIL – SUPERVISIÓN DE OBRA Empresa del sector industrial ubicada en Guayaquil busca contratar los servicios de una Ingeniero o Ingeniera Civil titulado y habilitada para la supervisión de un proyecto de rehabilitación Por Contrato Guayaquil, Guayas • 01/07/2026",https://ec.trabajosdiarios.com/trabajo/3046133/supervisor-de-obra-en-guayas,trabajosdiarios,2026-07-01,,Data / BI
"Operador CORP UNION Y PROGRESO Enfoque en la gestión de altos volúmenes de llamadas telefónicas (entrantes y salientes) y mensajes digitales desde centros de contacto. Funciones clave: Realizar telemercadeo, gestionar encuestas, agendar citas y ejecutar soporte técnico básico bajo métricas de tiempo Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",,Quito,"$482,00",30/06/2026,Tiempo Completo,"Premium Operador CORP UNION Y PROGRESO Enfoque en la gestión de altos volúmenes de llamadas telefónicas (entrantes y salientes) y mensajes digitales desde centros de contacto. Funciones clave: Realizar telemercadeo, gestionar encuestas, agendar citas y ejecutar soporte técnico básico bajo métricas de tiempo Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3058643/operador-en-pichincha,trabajosdiarios,2026-06-30,482.0,Soporte Técnico
"Médicos Generales ALFAMED VITAL MÉDICO GENERAL ATENCIÓN MÉDICA DOMICILIARIA Importante empresa dedicada a la prestación de servicios de atención médica a domicilio se encuentra en la búsqueda de Médicos Generales comprometidos con la excelencia, la calidad asistencial y el trato humanizado, para form Por Contrato Quito, Pichincha • 30/06/2026 $200,00 / Semanal",,Quito,"$200,00",30/06/2026,Por Contrato,"Premium Médicos Generales ALFAMED VITAL MÉDICO GENERAL ATENCIÓN MÉDICA DOMICILIARIA Importante empresa dedicada a la prestación de servicios de atención médica a domicilio se encuentra en la búsqueda de Médicos Generales comprometidos con la excelencia, la calidad asistencial y el trato humanizado, para form Por Contrato Quito, Pichincha • 30/06/2026 $200,00 / Semanal",https://ec.trabajosdiarios.com/trabajo/3058286/medicos-generales-en-pichincha,trabajosdiarios,2026-06-30,200.0,QA / Testing
"Vendedor CORP UNION Y PROGRESO ¿Te apasionan las ventas y los resultados? Buscamos personas con actitud, ambición y enfoque en el cliente para formar parte de nuestro equipo comercial. Funciones principales: * Contactar y asesorar a clientes potenciales. * Identificar necesidades y ofrecer so Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",,Quito,"$482,00",30/06/2026,Tiempo Completo,"Premium Vendedor CORP UNION Y PROGRESO ¿Te apasionan las ventas y los resultados? Buscamos personas con actitud, ambición y enfoque en el cliente para formar parte de nuestro equipo comercial. Funciones principales: * Contactar y asesorar a clientes potenciales. * Identificar necesidades y ofrecer so Tiempo Completo Sin experiencia Quito, Pichincha • 30/06/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057085/vendedor-en-pichincha,trabajosdiarios,2026-06-30,482.0,Data / BI
"Agente financiero CORP UNION Y PROGRESO Buscamos un Analista de Crédito responsable de evaluar solicitudes de financiamiento, verificar documentación, analizar la capacidad de pago de los clientes y emitir recomendaciones de aprobación o rechazo de créditos. Se requiere capacidad analítica, atención al detall Por Contrato Sin experiencia Quito, Pichincha • 30/06/2026 $600,00 / Mensual",,Quito,"$600,00",30/06/2026,Por Contrato,"Premium Agente financiero CORP UNION Y PROGRESO Buscamos un Analista de Crédito responsable de evaluar solicitudes de financiamiento, verificar documentación, analizar la capacidad de pago de los clientes y emitir recomendaciones de aprobación o rechazo de créditos. Se requiere capacidad analítica, atención al detall Por Contrato Sin experiencia Quito, Pichincha • 30/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056879/agente-financiero-en-pichincha,trabajosdiarios,2026-06-30,600.0,Otros
DESARROLLADORES DE SOFTWARE,,Guayaquil,"700 A 900 Oferta destacada Técnico especialista en inyección diésel. Ubicación: Guayaquil | Provincia: Guayas Buscamos: Técnico especialista en inyección diésel para integrarse a nuestro laboratorio. Requisitos clave: Experiencia comprobable en reparación de inyectores electrónicos y sistemas Common Rail. Manejo... Publicación: 07/05/2026 - Salario: ---------- Oferta destacada AUXILIAR DE MANTENIMIENTO DE MAQUINAS Ubicación: Samborondon | Provincia: Guayas Auxiliar de Mantenimiento Técnico Si tienes experiencia en máquinas de gimnasio, electricidad o mantenimiento técnico, esta es tu oportunidad de formar parte de uno de... Publicación: 08/04/2026 - Salario: ---------- Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",30/06/2026,Tiempo Completo,"OPORTUNIDAD LABORAL!! Empresa de tecnología busca DESARROLLADORES DE SOFTWARE, para la ciudad de Guayaquil. Propósito del cargo: Desarrollar y brindar soluciones, mantenimiento a sistemas nuevos y existentes. REQUISITOS: Perfil requerido * Ingenieros en Sistemas. * Buena comunicación * Proactivo al trabajo en equipo * Disposición a proponer y generar soluciones * Idioma Ingles hablado y escrito intermedio (deseable) Experiencia * Programador / Desarrollador con al menos 3 años realizando desarrollos de sistemas en lenguaje php para backend y experiencia demostrable en el uso del framework Laravel, así como en tecnologías de frontend: HTML, CSS y Javascript. * Trabajos de integración y uso de APIs/Web services Conocimientos técnicos * PHP -> nivel intermedio / avanzado * Laravel -> nivel intermedio / avanzado * MySQL -> nivel intermedio / avanzado * REDIS -> nivel intermedio / avanzado * NodeJS -> nivel intermedio * Javascript/jQuery/React/Vue.js -> nivel intermedio / avanzado * Integraciones basadas en APIs Rest * Manejo de software de control de versiones -> (GIT) * Experiencia trabajando con infraestructura en la nube -> (Deseable) * Experiencia en DevOps -> (Deseable) Personas interesadas enviar su CV / Curriculum en inglés y/o español",https://www.unmejorempleo.com.ec/empleo-en_guayas_desarrolladores_de_software-4490591.html,unmejorempleo,2026-06-30,800.0,Frontend
Desarrollador de Software,,Guayaquil,"USD 700 + Esquema Comisional y beneficios de ley Oferta destacada COORDINADOR COMERCIAL Ubicación: Guayaquil | Provincia: Guayas 🚀 ¡Estamos contratando! | Coordinador Comercial ¿Te apasiona la gestión comercial, el análisis de información y la coordinación de procesos administrativos y financieros? Esta puede... Publicación: 16/06/2026 - Salario: ---------- Oferta destacada Asistente de Selección y Reclutamiento Ubicación: Duran | Provincia: Guayas Perfil requerido: •Estudiante de últimos años en administración de empresas, Psicología Organizacional, Ingeniería en RRHH o afines • Experiencia mínima de 2 años en cargos... Publicación: 11/06/2026 - Salario: ---------- Empleos Destacados RECEPCIONISTA. VENDEDOR LINEA HOSPITALARIA Asistente de Cobranzas y Control de Cartera Conductor con LICENCIA TIPO E Coordinador Administrativo y Compras Top Provincias Empleos Azuay Empleos Chimborazo Empleos Guayas Empleos Pichincha Empleos Tungurahua Top Búsquedas Empleos sin experiencia Empleos medio tiempo Empleos asistente Empleos ventas Empleos call center Enlaces de Interés Buscar Empleos Recibir Empleos en Tu Email Términos de Uso Denunciar oferta de empleo OFERTAS DE EMPLEO DESTACADAS Oferta destacada Administrador de Supermercado (Quito) Ubicación: Quito - Centro Norte De La Ciudad | Provincia : Pichincha 🛒 ¡Lidera la Excelencia Operativa en el Sector Retail! – Administrador de Supermercado (Quito) ¿Eres un experto en la gestión integral de retail, apasionado por... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada RECEPCIONISTA. Ubicación: Escobedo 837 Y Junin | Provincia : Guayas Atencion al cliente, en recepcion y entrega de equipos electronicos. Manejo de publicaciones y videos en redes sociales del giro del negocio. demas tareas propias... Publicación: 01/07/2026 - Salario: ---------- Oferta destacada VENDEDOR LINEA HOSPITALARIA Ubicación: Guayaquil | Provincia : Guayas Empresa en expansión de servicios de Alimentación Nutricional para pacientes en Hospitalización, requiere contratar los servicios de persona proactiva, dinámica con facilidad de palabra y... Publicación: 30/06/2026 - Salario: ---------- Oferta destacada Estamos buscando Vendedor Ubicación: Quito | Provincia : Pichincha 📢 ¡Estamos buscando Vendedor(a)! ¿Te apasionan las ventas y el trato con clientes? En CTS-SOLUTIONS ECUADOR S.A.S queremos sumar a nuestro equipo una persona proactiva,... Publicación: 26/06/2026 - Salario: ---------- Oferta destacada Asistente de Cobranzas y Control de Cartera Ubicación: Guayaquil | Provincia : Guayas Requisitos: • Egresado o estudios superiores culminados en Contabilidad y Auditoría, Administración de Empresas o carreras afines. • Experiencia mínima de 2 años en posiciones... Publicación: 30/06/2026 - Salario: 600 - 700 Un Mejor Empleo® La Guía de Empleos de Ecuador - Bolsa de Trabajo Para información sobre como aplicar a ofertas de empleo escríbanos a candidatos@unmejorempleo.com Para información a empresas escríbanos a empresas@unmejorempleo.com Candidatos Regístrate Ingresa a tu cuenta Reestablecer clave Búsquedas frecuentes Búsquedas por Provincia Buscar empleo Términos de uso Política de privacidad Empresas Regístrese Ingrese a su cuenta Recordar clave Normas de publicación ¿Necesita ayuda? Contáctenos Preguntas frecuentes ¿Quiénes somos? Información de interés Derechos Reservados ® 2007 - 2026 Facebook Twitter",13/06/2026,Tiempo Completo,"Debe tener: - Experiencia mínima de 3 años en el desarrollo y publicación de aplicaciones. - Experiencia mínima de 5 años en desarrollo de software Conocimientos en: - SQL MS - Nest JE - Angular 15 - Post Gres SQL Habilidades y cualidades: - Ingeniería en Desarrollo de Software o un campo relacionado, o experiencia equivalente. - Motivado y capacidad para trabajar bajo presión de forma independiente y eficiente. - -Excelente gestión, multitarea y organización. - -Excelente resolución de problemas y habilidades de comunicación. - -Demostradas sólidas habilidades de desarrollo de aplicaciones para usuarios.",https://www.unmejorempleo.com.ec/empleo-en_guayas_desarrollador_de_software-5367479.html,unmejorempleo,2026-06-13,358.0,Frontend
